building_element,a1,a2,a3,a1_a3,a4,a5,b1,b2,b3,b4,b5,b6,b7,c1,c2,c3,c4,d,sum,sum with d
,,,11314.200202109982,,,,,,,,,,,30.633135239096987,22.495062533840013,0.29277074508849593,-3535.7727162883784,11367.621170628008,7831.84845433963
