building_element,a1,a2,a3,a1_a3,a4,a5,b1,b2,b3,b4,b5,b6,b7,c1,c2,c3,c4,d,sum,sum with d
,,,9.216391999119064e-05,,,,,,,,,,,1.123047511998302e-10,1.5659847675993373e-10,-2.6260964388384213e-12,9.889183849945645e-10,9.216418626832216e-05,9.216517518670715e-05
