building_element,overall_area ,a1,a2,a3,a1_a3,a4,a5,b1,b2,b3,b4,b5,b6,b7,c1,c2,c3,c4,d,sum,sum with d
outer_walls,387084.772873568,,,,35765.64108512776,84.81409412881702,6.126722562076931,,,,,,,,7.179542083782245,77.0482813761652,57.43956997229448,36.04952080996205,-145.65648473561225,36034.29881606085,35888.64233132524
doors,0,,,,,,,,,,,,,,,,,,,0,0
rooftops,210489.1619047269,53.810173027630064,3.929777249972406,293.1302115966666,3702.091276368154,83.74532641868599,11.674749701625787,,,,,,,,170.390636152135,215.77127884346308,271.32084052419583,96.97728006094853,-360.33613322519983,4551.971388069209,4191.635254844009
ground_floors,185883.82202148438,60.15591036503039,32.98064802591246,1002.8249514593408,3294.4123816248925,75.90772757461232,11.193326771856102,,,,,,,,151.82725078125003,166.2807597916797,106.27515123809467,244.26174409214096,-798.51785782223,4050.158341874526,3251.640484052296
windows,72239.79021283955,,,,20049.680708467393,,,,,,,,,,,37.43949616983294,29.811923350719773,75.12317374327704,-5685.394417976895,20192.055301731223,14506.660883754328
inner_walls,2571335.0464184564,,,,101390.31022763353,6372.083840123906,340.9301027682844,,,,,,,,1113.957045427805,5890.099991795441,2863.222130183531,7073.227501450775,-5944.983814064565,125043.83083938327,119098.84702531871
floors,592367.755859375,354.3685881848459,194.28358090575819,5907.4770889306565,53789.746191663915,1645.0094599363258,226.266548074618,,,,,,,,3087.634475024421,3380.5111119063577,2214.4719322229707,5711.726341917423,-8641.150863191811,70055.36606074603,61414.21519755422
ceilings,592367.755859375,354.3685881848459,194.28358090575819,5907.4770889306565,52381.50153306858,1566.4679498106968,216.7175394000276,,,,,,,,2826.306413378913,3060.8197831600205,2277.1204941358174,6617.0016535817285,-8233.863297348349,68945.93536653579,60712.072069187445
