building_element,a1,a2,a3,a1_a3,a4,a5,b1,b2,b3,b4,b5,b6,b7,c1,c2,c3,c4,d,sum,sum with d
,,,2607844.878545803,,,,,,,,,,,7238.460515776568,123059.66619982342,1373.769949725687,-1034589.0226670286,2739516.775211129,1704927.7525441004
