Koordinatensystem : Lambert konform konisch
Rechtswert        : 3799500 Meter
Hochwert          : 2747500 Meter
Hoehenlage        : 48 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
3799500 2747500  4 22  8   9.0 1012 202  1.9 0  4.1  61  161  108 248 -325  3
3799500 2747500  4 22  9  11.0 1012 171  1.7 0  4.1  54  295  135 249 -338  3
3799500 2747500  4 22 10  12.7 1012 193  2.0 0  4.2  48  436  141 255 -352  3
3799500 2747500  4 22 11  13.0 1012 206  2.2 0  4.0  44  550  140 257 -365  3
3799500 2747500  4 22 12  13.4 1012 284  2.5 0  3.7  39  635  130 258 -378  3
3799500 2747500  4 22 13  14.3 1011 252  2.1 1  3.5  35  688  110 265 -389  3
3799500 2747500  4 22 14  14.6 1011 249  2.4 1  3.4  33  684   93 271 -395  3
3799500 2747500  4 22 15  15.3 1010 263  2.9 1  3.4  32  609   91 274 -396  3
3799500 2747500  4 22 16  16.0 1010  89  1.2 1  3.4  31  497   87 276 -394  3
3799500 2747500  4 22 17  15.8 1009   7  2.6 1  3.4  30  351   87 275 -390  3
3799500 2747500  4 22 18  15.8 1009 147  1.8 0  3.4  30  200   74 271 -383  3
3799500 2747500  4 22 19  14.8 1008  66  2.0 0  3.6  33   71   48 266 -373  3
3799500 2747500  4 22 20  13.0 1008  61  2.7 0  3.9  39    4    9 262 -363  3
3799500 2747500  4 22 21  12.0 1009  46  3.2 0  3.7  41    0    0 255 -354  3
3799500 2747500  4 22 22  10.9 1009  73  3.1 0  3.6  42    0    0 250 -347  3
3799500 2747500  4 22 23   9.8 1009  86  2.9 0  3.7  47    0    0 247 -342  3
3799500 2747500  4 22 24   7.9 1009  70  2.3 0  3.8  53    0    0 242 -338  3
3799500 2747500  4 23  1   9.1 1009  88  2.5 0  3.9  56    0    0 240 -333  3
3799500 2747500  4 23  2   6.9 1008  80  2.1 0  4.0  60    0    0 238 -329  3
3799500 2747500  4 23  3   6.7 1008  91  2.0 0  3.9  63    0    0 233 -327  3
3799500 2747500  4 23  4   6.4 1008 107  1.6 0  3.9  64    0    0 231 -325  3
3799500 2747500  4 23  5   5.3 1007  93  1.7 0  3.8  66    0    0 227 -324  3
3799500 2747500  4 23  6   6.6 1007  80  1.8 0  3.8  65    0    2 226 -323  3
3799500 2747500  4 23  7   7.5 1007  92  1.6 1  4.1  65   39   66 231 -324  3
3799500 2747500  4 23  8  11.4 1007 100  1.5 0  4.4  59  152  122 235 -332  3
3799500 2747500  4 23  9  14.3 1007 151  1.4 0  4.5  48  272  163 238 -345  3
3799500 2747500  4 23 10  15.6 1006 104  2.6 0  4.4  41  402  182 245 -361  3
3799500 2747500  4 23 11  16.2 1006 105  3.6 0  4.2  37  514  188 250 -376  3
3799500 2747500  4 23 12  17.1 1006 137  2.7 0  4.2  35  596  182 258 -391  3
3799500 2747500  4 23 13  17.6 1005 168  2.1 0  4.1  33  626  175 265 -403  3
3799500 2747500  4 23 14  17.9 1005  65  3.0 0  3.7  29  626  155 268 -412  3
3799500 2747500  4 23 15  18.4 1005  68  3.5 1  3.5  27  559  146 275 -416  3
3799500 2747500  4 23 16  19.0 1004 117  2.5 1  3.5  26  449  136 282 -412  3
3799500 2747500  4 23 17  18.8 1004 260  2.7 2  3.7  27  261  146 286 -406  3
3799500 2747500  4 23 18  17.3 1004 177  3.7 3  4.1  32   77  125 293 -396  3
3799500 2747500  4 23 19  15.5 1004 240  3.4 5  4.7  40    7   49 301 -381  3
3799500 2747500  4 23 20  14.5 1004 248  2.8 5  5.0  46    0    2 303 -366  3
3799500 2747500  4 23 21  13.3 1005 240  1.7 5  5.1  51    0    0 299 -355  3
3799500 2747500  4 23 22  12.2 1005 233  1.7 6  5.2  56    0    0 300 -348  3
3799500 2747500  4 23 23  11.3 1005 228  1.9 6  5.2  61    0    0 301 -344  3
3799500 2747500  4 23 24  10.4 1005   1  0.8 6  5.3  65    0    0 298 -340  3
3799500 2747500  4 24  1  11.0 1006 157  1.4 8  5.2  65    0    0 303 -338  3
3799500 2747500  4 24  2  11.7 1005  77  1.7 8  5.2  62    0    0 309 -335  3
3799500 2747500  4 24  3  10.9 1005  86  1.6 8  5.3  63    0    0 309 -333  3
3799500 2747500  4 24  4  10.7 1005 110  2.2 7  5.4  66    0    0 306 -331  3
3799500 2747500  4 24  5  10.0 1005  99  2.3 6  5.5  69    0    0 300 -329  3
3799500 2747500  4 24  6  10.2 1005 110  2.5 6  5.4  70    0    1 295 -328  3
3799500 2747500  4 24  7  11.1 1005 105  2.4 3  5.5  68   36   62 286 -328  3
3799500 2747500  4 24  8  13.2 1005  99  2.6 2  5.8  65  160   98 275 -335  3
3799500 2747500  4 24  9  15.1 1005 140  2.3 2  6.2  61  332   91 277 -348  3
3799500 2747500  4 24 10  15.1 1005 198  2.8 3  6.6  61  337  166 284 -364  3
3799500 2747500  4 24 11  16.6 1005 138  4.9 5  6.8  60   68  296 299 -381  3
3799500 2747500  4 24 12  17.1 1004 119  5.2 7  6.9  57   44  302 319 -396  3
3799500 2747500  4 24 13  17.1 1004  63  5.1 8  6.7  54   21  287 334 -409  3
3799500 2747500  4 24 14  17.0 1004  99  4.5 7  6.5  53   51  301 337 -416  3
3799500 2747500  4 24 15  18.4 1003 100  4.6 6  6.6  52   97  277 333 -418  3
3799500 2747500  4 24 16  17.9 1003  95  4.3 6  6.5  49   70  232 330 -416  3
3799500 2747500  4 24 17  18.1 1002  96  4.5 5  6.3  48   89  177 325 -412  3
3799500 2747500  4 24 18  17.1 1002  67  4.3 4  6.3  50  164   69 315 -404  3
3799500 2747500  4 24 19  16.7 1002  77  4.5 7  6.5  54   25   49 321 -392  3
3799500 2747500  4 24 20  15.5 1002  67  4.0 7  6.7  58    2    8 330 -378  3
3799500 2747500  4 24 21  14.6 1002 115  4.9 7  6.9  64    0    0 325 -366  3
3799500 2747500  4 24 22  13.2 1003  98  2.8 8  7.2  72    0    0 325 -358  3
3799500 2747500  4 24 23  13.0 1003 115  2.9 8  7.3  77    0    0 328 -352  3
3799500 2747500  4 24 24  12.9 1003  91  2.7 7  7.1  76    0    0 325 -347  3
3799500 2747500  4 25  1  12.6 1002  89  2.3 8  7.0  75    0    0 323 -343  3
3799500 2747500  4 25  2  12.3 1002  79  2.3 7  6.9  76    0    0 322 -340  3
3799500 2747500  4 25  3  12.2 1002  58  2.2 8  6.8  76    0    0 320 -337  3
3799500 2747500  4 25  4  11.5 1001  58  2.2 7  6.7  76    0    0 318 -334  3
3799500 2747500  4 25  5  11.4 1001  72  2.4 8  6.8  79    0    0 318 -332  3
3799500 2747500  4 25  6  11.1 1001  78  2.9 8  6.8  81    0    1 322 -331  3
3799500 2747500  4 25  7  10.8 1001  56  2.5 7  6.7  81    0   37 318 -331  3
3799500 2747500  4 25  8  11.0 1001  54  2.8 7  6.7  81    0  105 313 -336  3
3799500 2747500  4 25  9  11.6 1001  42  3.6 7  6.7  79    4  187 314 -347  3
3799500 2747500  4 25 10  13.0 1001  72  4.4 6  6.6  73   16  284 313 -360  3
3799500 2747500  4 25 11  13.6 1001  54  3.8 6  6.6  68    8  289 313 -375  3
3799500 2747500  4 25 12  13.4 1001  96  4.4 7  6.6  68    2  252 320 -389  3
3799500 2747500  4 25 13  13.8 1001  60  4.6 7  6.6  67    0  187 324 -400  3
3799500 2747500  4 25 14  13.9 1001  48  4.8 8  6.6  66    0  178 329 -407  3
3799500 2747500  4 25 15  14.7 1001  69  4.9 8  6.5  63    0  202 334 -408  3
3799500 2747500  4 25 16  14.6 1001  60  4.7 7  6.4  60   32  291 331 -406  3
3799500 2747500  4 25 17  14.5 1001  79  5.2 5  6.3  61   50  250 318 -402  3
3799500 2747500  4 25 18  14.5 1001  56  5.3 6  6.3  60   10  134 312 -395  3
3799500 2747500  4 25 19  13.8 1002  63  4.2 7  6.2  61    2   52 320 -386  3
3799500 2747500  4 25 20  12.8 1002  70  5.0 8  6.2  65    0    5 326 -377  3
3799500 2747500  4 25 21  12.4 1003  54  4.1 8  6.2  68    0    0 326 -368  3
3799500 2747500  4 25 22  11.7 1004  71  3.1 8  6.3  71    0    0 326 -360  3
3799500 2747500  4 25 23  11.4 1004  78  4.1 8  6.3  74    0    0 325 -353  3
3799500 2747500  4 25 24  11.2 1004  79  3.3 6  6.2  74    0    0 315 -347  3
3799500 2747500  4 26  1  10.5 1005  83  3.1 7  6.1  74    0    0 309 -341  3
3799500 2747500  4 26  2  11.1 1005  59  2.7 7  6.1  76    0    0 316 -336  3
3799500 2747500  4 26  3  10.5 1005  71  2.6 5  6.3  78    0    0 309 -332  3
3799500 2747500  4 26  4  10.0 1005 250  2.1 6  6.3  80    0    0 304 -329  3
3799500 2747500  4 26  5   9.6 1006 233  2.1 6  6.3  82    0    0 310 -326  3
3799500 2747500  4 26  6   9.7 1006 237  3.2 7  6.2  82    0    1 316 -323  3
3799500 2747500  4 26  7   9.8 1006 251  2.9 8  6.2  81    0   24 325 -323  3
3799500 2747500  4 26  8  10.8 1007 234  3.0 8  6.4  81    0   60 331 -328  3
3799500 2747500  4 26  9  10.8 1007 245  3.5 8  6.6  81    0  108 334 -340  3
3799500 2747500  4 26 10  10.9 1008 232  3.1 8  6.8  84    0  131 336 -357  3
3799500 2747500  4 26 11  11.1 1008 241  3.0 8  6.9  84    0  137 337 -377  3
3799500 2747500  4 26 12  11.3 1008 216  3.2 8  7.0  83    0  133 336 -395  3
3799500 2747500  4 26 13  13.0 1009 234  3.5 7  7.0  79    0  220 331 -410  3
3799500 2747500  4 26 14  14.4 1009 263  2.9 6  6.8  70   25  314 321 -419  3
3799500 2747500  4 26 15  16.1 1008 295  2.5 4  6.9  64  118  339 310 -424  3
3799500 2747500  4 26 16  15.2 1008 189  1.8 5  6.9  62   51  267 306 -422  3
3799500 2747500  4 26 17  12.9 1008 131  2.3 8  7.0  70    0  105 319 -416  3
3799500 2747500  4 26 18  13.2 1008 108  2.5 7  7.7  81    0   83 326 -407  3
3799500 2747500  4 26 19  13.1 1008 166  3.5 7  7.7  81    0   31 321 -396  3
3799500 2747500  4 26 20  12.5 1008 168  2.5 7  7.5  80    0    4 321 -383  3
3799500 2747500  4 26 21  12.5 1008 181  1.7 7  7.2  79    0    0 320 -370  3
3799500 2747500  4 26 22  12.5 1008 169  2.5 7  7.1  78    0    0 321 -361  3
3799500 2747500  4 26 23  12.1 1008 176  2.7 7  6.9  77    0    0 320 -357  3
3799500 2747500  4 26 24  11.9 1007 162  2.3 7  6.6  75    0    0 320 -357  3
3799500 2747500  4 27  1  11.3 1007 166  4.2 8  6.5  76    0    0 322 -359  3
3799500 2747500  4 27  2  11.2 1006 169  4.3 8  6.6  78    0    0 327 -360  3
3799500 2747500  4 27  3  11.1 1006 181  4.3 8  6.6  79    0    0 328 -359  3
3799500 2747500  4 27  4  11.4 1005 220  5.1 8  6.7  80    0    0 331 -357  3
3799500 2747500  4 27  5  10.9 1006 214  5.1 8  6.8  81    0    0 334 -358  3
3799500 2747500  4 27  6  10.8 1006 217  5.0 7  6.7  82    0    2 330 -358  3
3799500 2747500  4 27  7  11.2 1006 228  5.9 8  6.7  81    1   53 330 -360  3
3799500 2747500  4 27  8  11.0 1006 235  6.6 8  6.5  78    2  108 334 -362  3
3799500 2747500  4 27  9  11.5 1007 248  7.5 8  6.3  75    0  143 334 -366  3
3799500 2747500  4 27 10  11.9 1008 249  7.5 6  6.2  71    5  214 326 -370  3
3799500 2747500  4 27 11  12.5 1008 254  7.5 5  6.2  70   64  313 313 -376  3
3799500 2747500  4 27 12  13.8 1009 249  7.1 3  6.1  64  166  344 301 -385  3
3799500 2747500  4 27 13  13.1 1009 249  6.7 3  5.8  60  222  341 290 -397  3
3799500 2747500  4 27 14  14.0 1010 263  5.7 3  5.8  60  347  279 290 -405  3
3799500 2747500  4 27 15  15.0 1010 260  6.1 3  5.7  55  372  222 292 -400  3
3799500 2747500  4 27 16  13.5 1010 251  5.9 3  5.8  57  124  251 289 -399  3
3799500 2747500  4 27 17   7.6 1011 214  6.3 6  6.0  76   12  169 289 -401  3
3799500 2747500  4 27 18   9.6 1012 228  6.4 7  6.0  86   15  115 298 -395  3
3799500 2747500  4 27 19   9.5 1012 200  2.3 6  6.2  83    2   45 302 -385  3
3799500 2747500  4 27 20   8.4 1013 200  2.7 5  6.2  87    3    9 291 -371  3
3799500 2747500  4 27 21   8.0 1013 204  2.7 1  6.0  89    0    0 266 -358  3
3799500 2747500  4 27 22   7.9 1014 183  1.9 1  5.8  87    0    0 246 -352  3
3799500 2747500  4 27 23   7.7 1014 179  2.7 1  5.6  86    0    0 246 -349  3
3799500 2747500  4 27 24   7.9 1014 182  2.9 0  5.6  84    0    0 243 -347  3
3799500 2747500  4 28  1   7.4 1015 187  3.0 0  5.4  82    0    0 241 -344  3
3799500 2747500  4 28  2   6.9 1015 172  3.2 0  5.2  83    0    0 242 -343  3
3799500 2747500  4 28  3   6.8 1015 186  3.0 0  5.2  85    0    0 241 -342  3
3799500 2747500  4 28  4   6.5 1015 202  2.9 0  5.2  85    0    0 241 -341  3
3799500 2747500  4 28  5   6.8 1015 183  2.9 1  5.2  86    0    0 245 -341  3
3799500 2747500  4 28  6   7.5 1016 194  3.1 4  5.4  85    0    1 263 -342  3
3799500 2747500  4 28  7   8.8 1016 188  2.7 5  5.5  82   18   76 282 -344  3
3799500 2747500  4 28  8  10.5 1016 189  2.8 6  5.9  79   62  162 295 -350  3
3799500 2747500  4 28  9  12.1 1016 167  2.6 6  6.3  75  141  234 306 -361  3
3799500 2747500  4 28 10  13.9 1016 217  3.2 6  6.3  68  281  266 311 -374  3
3799500 2747500  4 28 11  15.1 1016 188  3.3 6  6.2  60  291  325 314 -390  3
3799500 2747500  4 28 12  15.8 1016 206  3.3 7  6.3  58  248  376 321 -404  3
3799500 2747500  4 28 13  16.5 1016 210  3.3 6  6.4  56  251  384 323 -415  3
3799500 2747500  4 28 14  16.9 1015 166  3.8 5  6.0  51  366  323 319 -422  3
3799500 2747500  4 28 15  17.4 1015 185  3.0 5  6.2  51  300  305 319 -424  3
3799500 2747500  4 28 16  17.7 1014 164  3.4 5  6.4  51  168  278 323 -422  3
3799500 2747500  4 28 17  17.8 1014 174  3.0 5  6.0  48   92  215 325 -412  3
3799500 2747500  4 28 18  17.7 1014 185  2.8 6  5.8  46   43  138 329 -400  3
3799500 2747500  4 28 19  17.2 1014 206  1.5 6  5.8  47   37   57 335 -393  3
3799500 2747500  4 28 20  16.6 1014 160  1.9 7  5.8  49    7   11 340 -386  3
3799500 2747500  4 28 21  15.8 1014 154  1.5 7  5.9  52    0    0 343 -382  3
3799500 2747500  4 28 22  15.4 1014 171  1.9 6  6.0  54    0    0 340 -378  3
3799500 2747500  4 28 23  15.1 1014 168  2.8 6  5.9  54    0    0 337 -377  3
3799500 2747500  4 28 24  14.4 1014 171  3.3 7  5.8  56    0    0 339 -376  3
3799500 2747500  4 29  1  14.8 1014 174  3.1 7  5.9  57    0    0 344 -376  3
3799500 2747500  4 29  2  14.4 1014 183  2.6 7  6.0  58    0    0 345 -374  3
3799500 2747500  4 29  3  14.1 1014 183  2.6 4  6.1  60    0    0 329 -373  3
3799500 2747500  4 29  4  13.7 1013 193  2.4 5  6.4  64    0    0 317 -373  3
3799500 2747500  4 29  5  12.0 1013 187  2.5 6  7.0  76    0    0 326 -373  3
3799500 2747500  4 29  6  11.7 1013 176  3.6 7  7.5  87    0    3 336 -373  3
3799500 2747500  4 29  7  11.8 1013 188  3.6 8  7.7  90    0   14 350 -374  3
3799500 2747500  4 29  8  12.3 1013 207  2.9 7  8.1  92    0   50 354 -374  3
3799500 2747500  4 29  9  13.4 1013 219  3.6 8  8.6  93    0  100 358 -375  3
3799500 2747500  4 29 10  14.2 1013 231  4.0 8  9.0  91    0  148 369 -376  3
3799500 2747500  4 29 11  14.1 1013 237  3.8 8  9.2  91    0  141 371 -377  3
3799500 2747500  4 29 12  14.6 1014 227  3.6 8  9.2  90    0  123 372 -378  3
3799500 2747500  4 29 13  14.5 1014 241  3.5 8  9.2  89    0  138 373 -380  3
3799500 2747500  4 29 14  15.2 1014 258  2.5 8  9.3  88    0  153 373 -382  3
3799500 2747500  4 29 15  15.5 1014 262  2.8 8  9.3  86    0  142 373 -385  3
3799500 2747500  4 29 16  15.6 1014 235  2.2 8  9.2  84    0  130 370 -387  3
3799500 2747500  4 29 17  15.5 1014 253  1.9 7  9.1  82    0  125 361 -390  3
3799500 2747500  4 29 18  15.5 1014 226  2.0 8  9.1  83    0   83 359 -393  3
3799500 2747500  4 29 19  15.5 1014 231  2.1 7  9.2  83    0   38 357 -392  3
3799500 2747500  4 29 20  14.8 1014 207  1.6 7  9.2  85    2   10 349 -386  3
3799500 2747500  4 29 21  14.7 1014 231  1.2 7  9.3  88    0    0 346 -379  3
3799500 2747500  4 29 22  14.2 1015 196  1.6 7  9.1  89    0    0 344 -374  3
3799500 2747500  4 29 23  14.0 1015 218  1.6 7  9.0  89    0    0 343 -371  3
3799500 2747500  4 29 24  13.5 1015 185  0.6 5  8.8  90    0    0 331 -369  3
3799500 2747500  4 30  1  12.9 1014 190  1.7 7  8.7  92    0    0 327 -366  3
3799500 2747500  4 30  2  13.0 1014 215  1.3 7  8.6  92    0    0 336 -366  3
3799500 2747500  4 30  3  13.1 1014 267  0.9 8  8.6  92    0    0 341 -367  3
3799500 2747500  4 30  4  12.1 1013 109  1.3 7  8.4  92    0    0 338 -368  3
3799500 2747500  4 30  5  12.1 1013 138  1.4 7  8.2  92    0    0 329 -367  3
3799500 2747500  4 30  6  12.7 1013 118  1.4 6  8.3  92    0    2 323 -367  3
3799500 2747500  4 30  7  13.5 1013 128  1.2 8  8.7  92    0   24 329 -370  3
3799500 2747500  4 30  8  14.3 1012 156  1.2 7  9.2  92   10  130 336 -376  3
3799500 2747500  4 30  9  15.6 1012 186  1.6 7  9.5  90   18  204 334 -386  3
3799500 2747500  4 30 10  16.2 1012 178  1.5 7  9.6  85    8  230 336 -398  3
3799500 2747500  4 30 11  17.2 1012 235  2.0 7  9.5  80    6  249 338 -412  3
3799500 2747500  4 30 12  17.8 1011 265  2.1 7  9.3  74   13  283 340 -427  3
3799500 2747500  4 30 13  18.2 1011 261  2.5 7  8.8  68   27  315 342 -437  3
3799500 2747500  4 30 14  18.5 1011 255  1.6 7  8.4  63   41  320 344 -441  3
3799500 2747500  4 30 15  19.5 1010 302  1.5 6  8.3  60   89  313 345 -440  3
3799500 2747500  4 30 16  19.4 1010 271  1.5 6  8.2  58   83  265 344 -435  3
3799500 2747500  4 30 17  19.9 1009 251  1.6 6  8.3  58   77  204 346 -432  3
3799500 2747500  4 30 18  19.8 1008 345  1.0 6  8.4  57   77  128 347 -429  3
3799500 2747500  4 30 19  18.5 1008 338  1.0 6  8.4  60   23   58 344 -419  3
3799500 2747500  4 30 20  17.6 1008  11  1.6 7  8.8  68    0    7 347 -407  3
3799500 2747500  4 30 21  16.8 1007  55  1.7 7  9.2  74    0    0 350 -398  3
3799500 2747500  4 30 22  15.7 1007  59  1.8 3  9.2  79    0    0 333 -392  3
3799500 2747500  4 30 23  15.2 1008  92  1.7 2  9.0  82    0    0 310 -390  3
3799500 2747500  4 30 24  14.7 1007  99  2.1 3  9.0  84    0    0 312 -388  3
3799500 2747500  5  1  1  14.3 1007  99  2.0 2  9.1  89    0    0 320 -388  3
3799500 2747500  5  1  2  13.1 1007  78  1.9 2  8.9  90    0    0 314 -388  3
3799500 2747500  5  1  3  12.3 1007  97  2.0 2  8.7  94    0    0 309 -388  3
3799500 2747500  5  1  4  12.0 1007  95  1.1 1  8.5  96    0    0 301 -388  3
3799500 2747500  5  1  5  11.9 1006  99  2.2 1  8.4  95    0    0 299 -389  3
3799500 2747500  5  1  6  12.4 1006  91  2.8 1  8.4  94    0   17 305 -390  3
3799500 2747500  5  1  7  14.4 1006 110  2.7 0  8.9  92   39   95 306 -392  3
3799500 2747500  5  1  8  17.5 1006  93  2.1 1  9.8  86  141  159 313 -397  3
3799500 2747500  5  1  9  20.1 1006 113  2.8 1 10.3  75  288  184 323 -404  3
3799500 2747500  5  1 10  21.9 1006 124  3.1 1 10.6  68  440  185 332 -411  3
3799500 2747500  5  1 11  23.7 1005 168  3.2 1 10.5  60  541  194 345 -416  3
3799500 2747500  5  1 12  25.1 1005 195  2.9 0 10.2  53  617  192 354 -419  3
3799500 2747500  5  1 13  26.0 1006 147  4.1 0 10.3  50  647  186 356 -421  3
3799500 2747500  5  1 14  27.3 1005 185  3.8 1 10.4  47  616  183 363 -418  3
3799500 2747500  5  1 15  27.4 1005 155  4.6 3 10.2  44  508  195 372 -421  3
3799500 2747500  5  1 16  28.2 1005 170  4.3 3  9.6  41  453  155 377 -432  3
3799500 2747500  5  1 17  27.9 1004 174  4.3 5  9.2  38  223  176 382 -440  3
3799500 2747500  5  1 18  28.0 1004 171  4.0 5  8.7  36   89  139 387 -436  3
3799500 2747500  5  1 19  26.5 1004 158  3.8 4  8.0  35   53   74 377 -427  3
3799500 2747500  5  1 20  24.7 1004 162  3.9 6  7.7  37    3   18 373 -419  3
3799500 2747500  5  1 21  24.7 1003 169  3.7 6  7.5  38    0    0 376 -413  3
3799500 2747500  5  1 22  23.6 1004 170  3.2 5  7.6  40    0    0 370 -410  3
3799500 2747500  5  1 23  22.7 1004 170  3.7 4  7.8  43    0    0 358 -409  3
3799500 2747500  5  1 24  22.0 1004 180  3.1 5  8.0  47    0    0 356 -407  3
3799500 2747500  5  2  1  21.8 1005 189  3.0 4  8.0  48    0    0 356 -404  3
3799500 2747500  5  2  2  21.2 1004 195  2.7 3  7.8  48    0    0 345 -401  3
3799500 2747500  5  2  3  20.2 1004 212  2.6 3  7.8  50    0    0 338 -399  3
3799500 2747500  5  2  4  18.3 1004 229  2.2 4  7.8  55    0    0 339 -396  3
3799500 2747500  5  2  5  19.3 1004 165  2.9 5  7.7  56    0    0 348 -393  3
3799500 2747500  5  2  6  18.9 1004 179  2.8 5  7.7  55    0   22 354 -391  3
3799500 2747500  5  2  7  19.5 1004 190  2.4 4  7.9  56    4   76 351 -391  3
3799500 2747500  5  2  8  19.6 1005 207  3.4 6  8.4  59    5  129 355 -391  3
3799500 2747500  5  2  9  20.9 1005 188  2.5 5  9.0  60   54  241 359 -392  3
3799500 2747500  5  2 10  22.4 1005 143  3.8 4 10.0  61  219  302 358 -393  3
3799500 2747500  5  2 11  23.1 1004 238  2.1 5 10.6  60  351  309 364 -394  3
3799500 2747500  5  2 12  22.6 1005 271  3.8 4 10.4  59  533  255 369 -400  3
3799500 2747500  5  2 13  23.4 1005 257  2.8 5 10.5  59  505  282 373 -412  3
3799500 2747500  5  2 14  24.4 1005 241  3.0 5 10.5  56  391  320 380 -421  3
3799500 2747500  5  2 15  23.8 1005 251  4.6 4 10.5  55  273  317 378 -423  3
3799500 2747500  5  2 16  21.9 1006 232  3.6 6 10.3  58    0  151 376 -418  3
3799500 2747500  5  2 17  22.9 1006 211  3.0 6 10.4  60   17  174 382 -414  3
3799500 2747500  5  2 18  22.7 1006 223  3.5 5 10.3  58   53  142 378 -412  3
3799500 2747500  5  2 19  21.8 1006 222  2.7 6  9.9  58   13   66 373 -408  3
3799500 2747500  5  2 20  19.9 1006 252  2.6 6 10.1  65    5   20 371 -401  3
3799500 2747500  5  2 21  18.6 1007 353  3.0 7 10.3  73    0    0 369 -392  3
3799500 2747500  5  2 22  17.1 1008  52  1.6 6 10.2  79    0    0 363 -384  3
3799500 2747500  5  2 23  17.1 1008  19  0.9 6  9.9  80    0    0 355 -379  3
3799500 2747500  5  2 24  16.4 1009 349  1.3 6  9.7  81    0    0 354 -374  3
3799500 2747500  5  3  1  15.6 1009  38  1.2 3  9.7  84    0    0 336 -370  3
3799500 2747500  5  3  2  15.0 1009  92  1.0 2  9.6  88    0    0 312 -368  3
3799500 2747500  5  3  3  14.9 1008 121  1.7 3  9.5  89    0    0 311 -369  3
3799500 2747500  5  3  4  14.6 1008 106  1.4 2  9.7  92    0    0 310 -370  3
3799500 2747500  5  3  5  14.7 1008  93  1.4 3  9.6  92    0    0 309 -372  3
3799500 2747500  5  3  6  14.4 1007  85  1.2 4  9.4  90    1   25 318 -375  3
3799500 2747500  5  3  7  15.0 1007 175  2.0 5  9.3  88    0   47 327 -379  3
3799500 2747500  5  3  8  16.3 1007 148  2.3 5  9.5  85   21  161 334 -385  3
3799500 2747500  5  3  9  16.8 1006  67  2.5 6  9.5  80    3  174 342 -393  3
3799500 2747500  5  3 10  15.6 1006 182  4.8 7  9.3  80    0   79 351 -404  3
3799500 2747500  5  3 11  15.8 1006 207  3.5 7  9.4  84    0  124 354 -410  3
3799500 2747500  5  3 12  16.8 1006 200  3.4 6  9.7  83    4  246 354 -410  3
3799500 2747500  5  3 13  17.0 1006 201  3.3 7  9.7  80   10  267 356 -414  3
3799500 2747500  5  3 14  17.8 1006 207  3.6 7  9.7  78   63  320 362 -417  3
3799500 2747500  5  3 15  15.6 1006 250  5.2 7  9.7  81   18  247 360 -416  3
3799500 2747500  5  3 16  15.6 1006 212  3.2 7  9.5  85    0  117 354 -414  3
3799500 2747500  5  3 17  17.0 1006 222  4.3 6  9.4  80   16  175 349 -414  3
3799500 2747500  5  3 18  17.5 1006 217  3.8 4  9.5  76   33  137 338 -412  3
3799500 2747500  5  3 19  17.5 1005 239  3.6 4  9.1  72   35   76 328 -407  3
3799500 2747500  5  3 20  16.6 1006 260  2.2 6  8.2  67    0    6 330 -398  3
3799500 2747500  5  3 21  15.6 1006 283  0.7 5  7.8  68    0    0 331 -389  3
3799500 2747500  5  3 22  14.0 1007 180  0.9 6  7.7  73    0    0 327 -386  3
3799500 2747500  5  3 23  13.4 1006 146  1.7 6  7.8  79    0    0 330 -385  3
3799500 2747500  5  3 24  13.2 1007 191  3.4 7  7.9  82    0    0 335 -384  3
3799500 2747500  5  4  1  13.3 1007 171  2.8 7  7.9  83    0    0 341 -383  3
3799500 2747500  5  4  2  13.3 1007 199  3.2 7  8.0  83    0    0 343 -382  3
