Koordinatensystem : Lambert konform konisch
Rechtswert        : 3799500 Meter
Hochwert          : 2747500 Meter
Hoehenlage        : 48 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
3799500 2747500  5 21 17  13.9 1016 275  3.4 7  7.1  70    1  158 328 -418  3
3799500 2747500  5 21 18  14.1 1017 264  2.4 6  7.2  73   51  139 331 -415  3
3799500 2747500  5 21 19  14.8 1017 275  3.1 3  6.8  67  141   56 319 -407  3
3799500 2747500  5 21 20  13.8 1017 299  2.7 4  6.5  64   28   26 310 -398  3
3799500 2747500  5 21 21  13.2 1018 237  1.8 7  6.7  70    0    0 326 -386  3
3799500 2747500  5 21 22  12.0 1018 192  1.6 7  6.9  76    0    0 336 -375  3
3799500 2747500  5 21 23  12.0 1018 184  1.7 7  7.0  80    0    0 337 -371  3
3799500 2747500  5 21 24  12.2 1018 193  2.3 4  7.1  81    0    0 325 -373  3
3799500 2747500  5 22  1  11.8 1018 173  2.1 7  7.2  82    0    0 326 -373  3
3799500 2747500  5 22  2  12.3 1018 161  2.9 7  7.2  82    0    0 342 -372  3
3799500 2747500  5 22  3  12.1 1017 167  2.9 8  7.2  82    0    0 350 -372  3
3799500 2747500  5 22  4  12.0 1017 164  3.8 8  7.3  83    0    0 355 -371  3
3799500 2747500  5 22  5  11.5 1016 168  4.0 8  7.3  86    0    0 357 -371  3
3799500 2747500  5 22  6  11.6 1016 166  4.7 8  7.5  88    0    9 357 -371  3
3799500 2747500  5 22  7  11.6 1016 170  3.7 8  7.7  90    0   30 358 -373  3
3799500 2747500  5 22  8  12.1 1015 213  3.8 7  8.0  92    0   75 355 -377  3
3799500 2747500  5 22  9  12.5 1015 196  4.0 8  8.2  92    0  128 357 -380  3
3799500 2747500  5 22 10  13.1 1015 211  3.8 7  8.5  92    0  196 359 -381  3
3799500 2747500  5 22 11  13.9 1015 213  4.1 8  8.8  91    0  154 363 -381  3
3799500 2747500  5 22 12  14.2 1015 229  3.8 8  9.0  90    0  122 369 -380  3
3799500 2747500  5 22 13  14.3 1015 242  4.0 8  9.2  91    0  152 370 -380  3
3799500 2747500  5 22 14  14.6 1015 241  3.8 8  9.2  90    0  130 370 -382  3
3799500 2747500  5 22 15  14.7 1015 236  4.2 8  9.1  88    0  110 370 -383  3
3799500 2747500  5 22 16  14.6 1015 232  4.3 8  9.3  89    0   85 370 -384  3
3799500 2747500  5 22 17  14.8 1015 242  4.6 8  9.5  90    0   89 369 -385  3
3799500 2747500  5 22 18  15.2 1015 233  4.4 8  9.4  88    0   71 369 -387  3
3799500 2747500  5 22 19  15.5 1015 231  4.3 8  9.3  85    0   36 369 -389  3
3799500 2747500  5 22 20  15.4 1014 223  4.0 8  9.2  84    0   17 367 -389  3
3799500 2747500  5 22 21  15.2 1014 225  5.0 7  9.0  83    0    3 359 -387  3
3799500 2747500  5 22 22  15.0 1014 210  4.5 7  8.7  81    0    0 352 -386  3
3799500 2747500  5 22 23  14.5 1013 216  4.7 7  8.3  79    0    0 350 -386  3
3799500 2747500  5 22 24  14.7 1013 222  5.4 6  8.2  79    0    0 344 -384  3
3799500 2747500  5 23  1  14.4 1013 210  4.7 7  8.4  81    0    0 344 -382  3
3799500 2747500  5 23  2  14.6 1012 223  5.3 7  8.6  84    0    0 348 -379  3
3799500 2747500  5 23  3  14.6 1011 223  5.2 8  8.7  84    0    0 354 -377  3
3799500 2747500  5 23  4  14.4 1010 224  5.4 8  8.8  85    0    0 358 -375  3
3799500 2747500  5 23  5  14.2 1010 235  4.8 7  8.8  86    0    0 352 -373  3
3799500 2747500  5 23  6  14.0 1010 235  5.5 8  8.7  86    0   30 350 -373  3
3799500 2747500  5 23  7  13.8 1009 233  4.9 7  8.4  84    0   56 348 -376  3
3799500 2747500  5 23  8  13.8 1009 230  5.1 7  8.2  83    0  119 341 -384  3
3799500 2747500  5 23  9  14.6 1009 220  5.3 7  8.2  80   30  241 342 -395  3
3799500 2747500  5 23 10  14.6 1009 218  5.4 7  8.0  77   41  296 344 -407  3
3799500 2747500  5 23 11  15.1 1008 218  6.1 7  8.0  75   26  310 347 -419  3
3799500 2747500  5 23 12  14.8 1008 226  6.0 8  8.1  76    1  248 353 -432  3
3799500 2747500  5 23 13  15.5 1008 219  4.6 8  8.4  78    0  241 357 -441  3
3799500 2747500  5 23 14  15.8 1008 226  6.8 7  8.5  76    2  256 352 -449  3
3799500 2747500  5 23 15  16.2 1008 241  4.7 6  8.4  74   53  312 344 -453  3
3799500 2747500  5 23 16  16.5 1008 234  4.8 6  8.8  75  155  289 342 -455  3
3799500 2747500  5 23 17  16.3 1007 231  3.2 6  8.9  76  117  230 341 -454  3
3799500 2747500  5 23 18  15.6 1006 250  3.2 6  8.9  78   40  159 337 -448  3
3799500 2747500  5 23 19  16.1 1006 235  2.2 8  9.1  80    0   62 341 -440  3
3799500 2747500  5 23 20  15.3 1006 300  0.8 6  9.2  82    1   25 341 -430  3
3799500 2747500  5 23 21  14.9 1005  39  1.2 7  9.0  84    0    2 337 -416  3
3799500 2747500  5 23 22  14.2 1005  97  1.3 7  8.9  86    0    0 339 -404  3
3799500 2747500  5 23 23  13.6 1005 102  1.8 7  8.9  89    0    0 337 -396  3
3799500 2747500  5 23 24  14.2 1004 147  2.3 7  8.9  89    0    0 338 -391  3
3799500 2747500  5 24  1  15.0 1004 179  3.0 5  8.8  84    0    0 335 -388  3
3799500 2747500  5 24  2  14.7 1003 182  2.8 5  8.1  76    0    0 328 -387  3
3799500 2747500  5 24  3  14.6 1003 170  3.3 6  7.3  70    0    0 330 -389  3
3799500 2747500  5 24  4  14.0 1002 163  2.4 7  7.1  69    0    0 335 -392  3
3799500 2747500  5 24  5  13.7 1001  76  2.5 8  7.4  74    0    0 339 -392  3
3799500 2747500  5 24  6  13.6 1001 356  2.8 7  7.8  79    0   26 339 -393  3
3799500 2747500  5 24  7  14.2 1001 242  1.6 8  8.1  80    0   47 340 -396  3
3799500 2747500  5 24  8  13.3 1001   2  2.6 8  8.4  85    0   61 343 -403  3
3799500 2747500  5 24  9  14.0 1001  86  2.0 7  9.1  92    0  151 344 -412  3
3799500 2747500  5 24 10  14.6 1001 100  1.8 8  9.5  92    5  251 349 -418  3
3799500 2747500  5 24 11  15.3 1001 123  2.5 7  9.6  89   22  329 353 -426  3
3799500 2747500  5 24 12  16.1 1002 103  1.6 8  9.8  86    0  240 358 -431  3
3799500 2747500  5 24 13  16.7 1001 180  2.8 8  9.7  82    0  224 365 -429  3
3799500 2747500  5 24 14  17.3 1001 173  3.3 8  9.4  76    2  258 368 -417  3
3799500 2747500  5 24 15  17.9 1001 219  3.4 7  9.4  73   60  352 367 -403  3
3799500 2747500  5 24 16  17.4 1002 282  3.2 8  9.3  73    6  240 367 -401  3
3799500 2747500  5 24 17  16.7 1002 215  2.4 8  9.4  76    0   92 367 -413  3
3799500 2747500  5 24 18  16.1 1002 248  2.1 8  9.3  79    0   60 364 -419  3
3799500 2747500  5 24 19  16.5 1002 247  2.0 8  9.3  80    0   38 362 -414  3
3799500 2747500  5 24 20  15.9 1002 232  2.6 8  9.4  80    0    8 361 -405  3
3799500 2747500  5 24 21  15.4 1002   1  2.2 8  9.4  84    0    0 357 -396  3
3799500 2747500  5 24 22  14.8 1002 316  2.2 8  9.4  87    0    0 354 -391  3
3799500 2747500  5 24 23  14.8 1003 241  2.4 7  9.4  88    0    0 348 -388  3
3799500 2747500  5 24 24  14.6 1004 124  2.3 8  9.4  89    0    0 347 -386  3
3799500 2747500  5 25  1  14.3 1004 106  1.5 7  9.5  91    0    0 347 -386  3
3799500 2747500  5 25  2  14.2 1004 165  1.8 8  9.5  92    0    0 349 -385  3
3799500 2747500  5 25  3  14.3 1004  42  1.3 7  9.4  92    0    0 350 -384  3
3799500 2747500  5 25  4  14.3 1004 187  2.1 8  9.5  92    0    0 352 -384  3
3799500 2747500  5 25  5  14.1 1004  88  2.3 7  9.5  93    0    0 353 -384  3
3799500 2747500  5 25  6  14.1 1005  83  1.4 7  9.3  92    0   34 351 -384  3
3799500 2747500  5 25  7  14.3 1005 176  2.3 6  9.2  90    6   95 349 -384  3
3799500 2747500  5 25  8  14.7 1006 206  3.4 8  8.9  86    2  133 354 -384  3
3799500 2747500  5 25  9  15.9 1006 221  5.3 5  8.4  77  189  244 352 -384  3
3799500 2747500  5 25 10  15.8 1006 220  4.8 5  7.9  69  232  298 343 -382  3
3799500 2747500  5 25 11  15.6 1007 230  4.6 7  7.5  67   40  329 350 -380  3
3799500 2747500  5 25 12  15.7 1008 241  5.3 7  7.5  68   78  365 359 -380  3
3799500 2747500  5 25 13  16.2 1008 226  5.1 6  7.6  67  192  383 358 -381  3
3799500 2747500  5 25 14  15.7 1009 241  5.1 6  7.5  66  160  368 355 -383  3
3799500 2747500  5 25 15  16.5 1009 252  5.4 5  7.3  64  333  250 352 -384  3
3799500 2747500  5 25 16  16.3 1010 244  3.7 5  7.2  61  269  268 348 -384  3
3799500 2747500  5 25 17  16.2 1010 243  4.1 5  6.9  60  165  226 345 -384  3
3799500 2747500  5 25 18  15.9 1010 252  3.4 5  6.8  59  159  146 341 -386  3
3799500 2747500  5 25 19  15.8 1011 246  2.6 5  6.9  62  107   85 338 -385  3
3799500 2747500  5 25 20  14.9 1011 233  2.4 7  7.1  65   30   38 344 -383  3
3799500 2747500  5 25 21  14.5 1012 242  2.2 6  7.2  68    0    4 346 -382  3
3799500 2747500  5 25 22  13.8 1013 251  1.5 6  7.1  71    0    0 338 -380  3
3799500 2747500  5 25 23  13.0 1013 248  1.4 5  7.1  74    0    0 330 -379  3
3799500 2747500  5 25 24  12.4 1014 254  1.4 2  7.0  77    0    0 304 -377  3
3799500 2747500  5 26  1  11.3 1014 264  1.5 0  7.0  80    0    0 274 -375  3
3799500 2747500  5 26  2  10.4 1015 266  1.0 0  6.9  85    0    0 260 -374  3
3799500 2747500  5 26  3  10.4 1015 260  1.3 0  7.0  89    0    0 257 -373  3
3799500 2747500  5 26  4  10.5 1015  14  1.0 0  7.0  89    0    0 256 -373  3
3799500 2747500  5 26  5   9.3 1015 159  1.0 3  6.7  88    0    1 273 -373  3
3799500 2747500  5 26  6  10.2 1016 137  1.1 3  6.6  88   34   50 290 -373  3
3799500 2747500  5 26  7  12.2 1016 147  1.3 1  7.2  87  152   82 285 -376  3
3799500 2747500  5 26  8  14.3 1017 264  1.0 1  7.5  79  288   99 278 -381  3
3799500 2747500  5 26  9  15.8 1017 342  1.4 1  7.3  68  421  113 285 -388  3
3799500 2747500  5 26 10  16.5 1017 317  1.6 2  7.2  63  480  157 298 -398  3
3799500 2747500  5 26 11  17.5 1018 291  1.7 2  6.7  56  588  152 309 -409  3
3799500 2747500  5 26 12  18.1 1017 271  1.8 2  6.5  51  645  154 317 -422  3
3799500 2747500  5 26 13  19.0 1017  29  2.5 3  6.4  48  627  174 327 -435  3
3799500 2747500  5 26 14  19.8 1017 136  1.5 4  6.3  45  464  251 339 -444  3
3799500 2747500  5 26 15  19.7 1017  19  1.8 4  6.2  44  485  151 345 -451  3
3799500 2747500  5 26 16  20.6 1017 305  2.0 3  6.3  43  327  202 341 -449  3
3799500 2747500  5 26 17  20.3 1017  16  3.4 3  6.3  42  233  184 335 -440  3
3799500 2747500  5 26 18  20.7 1017  35  3.1 3  6.4  43  194  119 334 -431  3
3799500 2747500  5 26 19  20.8 1017  29  2.7 2  6.6  44  128   68 329 -421  3
3799500 2747500  5 26 20  19.3 1017  21  2.2 1  6.5  45   35   36 314 -408  3
3799500 2747500  5 26 21  17.3 1018  26  2.0 2  6.5  50    1    7 306 -396  3
3799500 2747500  5 26 22  15.7 1018  86  1.7 1  6.5  55    0    0 300 -388  3
3799500 2747500  5 26 23  15.7 1019 357  1.8 1  6.4  58    0    0 294 -383  3
3799500 2747500  5 26 24  14.2 1019  47  1.5 3  6.4  61    0    0 302 -379  3
3799500 2747500  5 27  1  14.7 1019  36  1.8 3  6.4  62    0    0 311 -376  3
3799500 2747500  5 27  2  13.8 1019  28  1.6 3  6.6  65    0    0 311 -373  3
3799500 2747500  5 27  3  13.1 1019  33  2.3 1  6.8  72    0    0 298 -371  3
3799500 2747500  5 27  4  12.5 1019  53  1.8 1  6.8  74    0    0 282 -369  3
3799500 2747500  5 27  5  12.7 1019  33  2.2 2  6.8  75    0    0 282 -367  3
3799500 2747500  5 27  6  12.9 1019  72  1.4 3  7.0  76   10   53 291 -368  3
3799500 2747500  5 27  7  14.3 1019 100  1.5 3  7.3  76   94  127 296 -373  3
3799500 2747500  5 27  8  17.0 1020  72  1.7 2  7.6  69  189  187 294 -384  3
3799500 2747500  5 27  9  19.0 1020  67  2.4 2  7.5  59  326  218 294 -398  3
3799500 2747500  5 27 10  20.2 1020  42  3.9 3  7.0  50  430  249 305 -414  3
3799500 2747500  5 27 11  20.2 1020  50  3.1 3  6.6  45  518  267 314 -432  3
3799500 2747500  5 27 12  20.9 1020  16  2.6 4  6.8  45  363  377 324 -448  3
3799500 2747500  5 27 13  20.9 1019  35  3.1 5  6.8  44  254  420 336 -459  3
3799500 2747500  5 27 14  21.4 1019  68  3.3 4  6.8  44  261  401 338 -465  3
3799500 2747500  5 27 15  21.1 1019  42  2.9 4  7.1  46  160  354 336 -467  3
3799500 2747500  5 27 16  21.1 1019  49  3.7 4  7.1  46   56  294 336 -465  3
3799500 2747500  5 27 17  21.3 1019  61  3.4 4  7.1  46   91  250 337 -459  3
3799500 2747500  5 27 18  20.8 1018  77  3.7 5  7.3  47   64  177 342 -450  3
3799500 2747500  5 27 19  20.4 1018  78  3.4 7  7.5  49   17   96 355 -437  3
3799500 2747500  5 27 20  19.9 1018  77  2.4 7  7.7  53   16   40 364 -422  3
3799500 2747500  5 27 21  19.5 1018  38  2.1 6  7.8  54    0    7 356 -405  3
3799500 2747500  5 27 22  18.8 1019  35  2.1 8  7.7  56    0    0 356 -393  3
3799500 2747500  5 27 23  18.4 1019  45  1.8 8  7.8  59    0    0 363 -387  3
3799500 2747500  5 27 24  18.1 1019  44  2.2 5  8.0  62    0    0 351 -384  3
3799500 2747500  5 28  1  17.8 1019  28  3.3 7  8.0  63    0    0 346 -380  3
3799500 2747500  5 28  2  16.7 1019  27  3.3 8  7.9  65    0    0 356 -377  3
3799500 2747500  5 28  3  16.3 1019  30  3.3 8  7.9  68    0    0 357 -374  3
3799500 2747500  5 28  4  15.6 1019   6  3.1 8  7.9  70    0    0 357 -371  3
3799500 2747500  5 28  5  14.8 1019  10  3.2 8  7.9  74    0    0 356 -369  3
3799500 2747500  5 28  6  15.1 1019  27  2.9 8  8.0  75    0   17 356 -368  3
3799500 2747500  5 28  7  15.3 1019  47  2.6 8  8.0  75    0   47 355 -372  3
3799500 2747500  5 28  8  15.8 1019  56  2.8 8  8.1  74    1  129 354 -381  3
3799500 2747500  5 28  9  17.4 1018  46  2.7 8  8.3  71   65  260 355 -394  3
3799500 2747500  5 28 10  18.6 1018  48  3.3 6  8.4  65  163  313 349 -412  3
3799500 2747500  5 28 11  19.9 1018  44  3.7 4  8.4  60  388  292 337 -430  3
3799500 2747500  5 28 12  21.4 1018  51  3.7 3  8.2  54  629  197 331 -444  3
3799500 2747500  5 28 13  21.5 1017  78  3.7 6  8.2  51  107  381 341 -454  3
3799500 2747500  5 28 14  22.3 1017  63  4.4 7  8.3  51   24  313 356 -460  3
3799500 2747500  5 28 15  22.1 1017  61  4.8 7  8.4  50   48  311 363 -463  3
3799500 2747500  5 28 16  22.6 1016  87  4.9 6  8.6  51  355  220 362 -463  3
3799500 2747500  5 28 17  22.5 1016  86  4.8 4  8.5  50  408  113 354 -457  3
3799500 2747500  5 28 18  21.9 1016  66  5.1 3  7.9  47  291   89 340 -447  3
3799500 2747500  5 28 19  21.6 1015  74  4.0 1  7.7  48  146   75 327 -436  3
3799500 2747500  5 28 20  20.3 1015  62  3.7 1  7.6  50   40   42 317 -423  3
3799500 2747500  5 28 21  19.2 1015  57  3.3 0  7.4  52    1    7 309 -409  3
3799500 2747500  5 28 22  18.0 1015  49  3.0 0  7.4  56    0    0 299 -396  3
3799500 2747500  5 28 23  17.2 1016  65  2.8 0  7.6  60    0    0 294 -388  3
3799500 2747500  5 28 24  16.6 1016  88  2.4 1  8.0  66    0    0 290 -381  3
3799500 2747500  5 29  1  16.4 1016 122  2.1 2  8.6  72    0    0 320 -399  3
3799500 2747500  5 29  2  16.4 1016 146  2.0 3  9.1  77    0    0 326 -395  3
3799500 2747500  5 29  3  16.2 1016 164  1.9 3  9.4  81    0    0 335 -392  3
3799500 2747500  5 29  4  16.0 1016 158  2.0 3  9.5  83    0    0 339 -388  3
3799500 2747500  5 29  5  16.3 1015 160  2.0 1  9.6  83    0    1 320 -386  3
3799500 2747500  5 29  6  16.0 1016 150  1.9 0  9.6  88   26   55 305 -385  3
3799500 2747500  5 29  7  18.6 1016 158  2.1 0 10.4  84  129  107 310 -391  3
3799500 2747500  5 29  8  20.7 1015 176  1.5 0 10.9  76  260  138 316 -403  3
3799500 2747500  5 29  9  23.0 1015 158  2.5 0 10.8  66  397  159 325 -422  3
3799500 2747500  5 29 10  24.5 1015 137  2.8 1 10.3  56  522  172 335 -443  3
3799500 2747500  5 29 11  25.4 1015 156  3.4 1  9.9  50  626  175 344 -465  3
3799500 2747500  5 29 12  26.6 1014 180  3.3 2  9.7  46  610  224 353 -486  3
3799500 2747500  5 29 13  27.1 1013 136  3.6 3  9.6  44  691  185 363 -504  3
3799500 2747500  5 29 14  28.1 1013 135  5.0 3  9.5  41  718  148 368 -516  3
3799500 2747500  5 29 15  28.3 1013 140  4.8 3  9.2  38  608  166 370 -514  3
3799500 2747500  5 29 16  28.4 1012 177  4.0 3  8.7  36  351  239 368 -504  3
3799500 2747500  5 29 17  28.7 1011 148  4.4 5  8.6  35  295  183 372 -491  3
3799500 2747500  5 29 18  28.4 1011 143  5.6 2  8.9  36  295   99 369 -482  3
3799500 2747500  5 29 19  28.1 1010 104  4.9 3  8.7  36  154   78 364 -477  3
3799500 2747500  5 29 20  26.9 1009 106  3.8 6  8.5  37   47   43 368 -465  3
3799500 2747500  5 29 21  25.0 1008 139  5.4 7  8.9  42    0    8 372 -451  3
3799500 2747500  5 29 22  24.8 1008 149  5.2 6  9.1  46    0    0 371 -440  3
3799500 2747500  5 29 23  24.2 1008 222  4.2 6  9.3  48    0    0 370 -435  3
3799500 2747500  5 29 24  19.8 1009 137  2.5 6 10.4  62    0    0 365 -430  3
3799500 2747500  5 30  1  19.7 1008 129  4.8 2 11.1  77    0    0 351 -425  3
3799500 2747500  5 30  2  20.3 1008 167  3.1 2 10.9  74    0    0 341 -425  3
3799500 2747500  5 30  3  20.4 1008 177  3.1 2 10.4  69    0    0 343 -427  3
3799500 2747500  5 30  4  19.8 1007 190  4.0 1 10.3  70    0    0 339 -427  3
3799500 2747500  5 30  5  19.2 1007 174  3.8 4 10.3  72    0    4 340 -421  3
3799500 2747500  5 30  6  19.2 1007 179  3.7 5 10.3  73    7   50 348 -417  3
3799500 2747500  5 30  7  20.0 1007 180  3.0 4 10.6  74   91  121 345 -419  3
3799500 2747500  5 30  8  22.1 1007 187  3.4 2 11.2  71  256  143 331 -425  3
3799500 2747500  5 30  9  23.1 1008 258  2.5 2 11.3  65  394  165 329 -434  3
3799500 2747500  5 30 10  23.1 1008 200  2.7 4 11.2  63  479  203 343 -447  3
3799500 2747500  5 30 11  24.1 1008 210  3.0 5 11.8  64  424  292 363 -461  3
3799500 2747500  5 30 12  25.0 1008 234  2.6 5 11.9  61  468  307 373 -474  3
3799500 2747500  5 30 13  26.4 1008 309  2.2 5 11.7  56  366  360 380 -485  3
3799500 2747500  5 30 14  25.9 1008   6  2.9 7 11.6  54    6  289 394 -493  3
3799500 2747500  5 30 15  24.3 1007 261  2.9 7 12.2  61    0   74 399 -491  3
3799500 2747500  5 30 16  18.5 1008   2  3.7 7 12.4  77    0   98 384 -488  3
3799500 2747500  5 30 17  18.4 1009  29  4.5 7 11.7  87    0  122 372 -484  3
3799500 2747500  5 30 18  18.4 1008  73  4.0 8 11.7  87    0   54 374 -472  3
3799500 2747500  5 30 19  18.8 1008  61  3.2 8 11.9  88    0   37 380 -460  3
3799500 2747500  5 30 20  18.7 1008 318  2.9 8 11.8  86    0   22 381 -451  3
3799500 2747500  5 30 21  18.1 1009 359  3.7 8 11.4  85    0    1 379 -442  3
3799500 2747500  5 30 22  17.1 1009 105  3.6 8 10.9  86    0    0 376 -434  3
3799500 2747500  5 30 23  17.0 1009  14  3.0 8 10.5  86    0    0 373 -429  3
3799500 2747500  5 30 24  16.1 1009  20  3.2 7 10.2  86    0    0 366 -424  3
3799500 2747500  5 31  1  15.3 1010  50  2.8 5  9.8  88    0    0 352 -419  3
3799500 2747500  5 31  2  15.2 1010 310  3.6 6  9.8  90    0    0 346 -415  3
3799500 2747500  5 31  3  14.0 1010 349  3.6 7  9.4  90    0    0 350 -410  3
3799500 2747500  5 31  4  12.9 1011 347  3.7 8  8.6  89    0    0 352 -403  3
3799500 2747500  5 31  5  11.4 1012 354  3.6 8  7.7  86    0    1 350 -395  3
3799500 2747500  5 31  6  11.3 1013 317  2.9 8  7.2  85    0   18 347 -389  3
3799500 2747500  5 31  7  11.5 1014 308  3.0 6  7.2  86    6  100 336 -390  3
3799500 2747500  5 31  8  12.4 1015 332  3.3 6  7.2  83   41  195 327 -399  3
3799500 2747500  5 31  9  13.1 1015 342  2.8 5  7.0  76  162  264 324 -412  3
3799500 2747500  5 31 10  14.0 1016 311  3.0 4  6.9  72  246  307 317 -428  3
3799500 2747500  5 31 11  15.4 1016 322  3.1 3  7.0  68  318  336 313 -444  3
3799500 2747500  5 31 12  15.6 1017 295  3.1 4  7.0  64  300  376 317 -457  3
3799500 2747500  5 31 13  16.5 1017 287  3.1 4  6.8  60  344  367 326 -467  3
3799500 2747500  5 31 14  17.4 1017 299  3.0 3  6.8  57  605  220 325 -473  3
3799500 2747500  5 31 15  18.1 1017 289  2.9 3  6.9  54  650  146 325 -474  3
3799500 2747500  5 31 16  18.9 1017 357  3.2 3  7.0  53  582  120 327 -473  3
3799500 2747500  5 31 17  19.0 1016 322  2.9 2  7.0  52  453  110 324 -468  3
3799500 2747500  5 31 18  18.8 1016 327  2.7 3  7.0  52  277  107 321 -457  3
3799500 2747500  5 31 19  18.3 1015 357  3.3 4  7.1  53  127   84 325 -446  3
3799500 2747500  5 31 20  17.6 1015 353  2.2 6  7.2  56   38   41 333 -434  3
3799500 2747500  5 31 21  16.4 1016  19  2.4 5  7.4  61    0    8 333 -421  3
3799500 2747500  5 31 22  15.4 1016  14  2.3 2  7.3  65    0    0 315 -411  3
3799500 2747500  5 31 23  14.3 1017  41  1.9 2  7.2  68    0    0 302 -403  3
3799500 2747500  5 31 24  13.5 1017  60  2.0 4  7.0  71    0    0 306 -397  3
3799500 2747500  6  1  1  13.0 1017  68  2.2 2  7.0  75    0    0 297 -390  3
3799500 2747500  6  1  2  13.1 1017  63  2.1 2  7.0  75    0    0 296 -388  3
3799500 2747500  6  1  3  12.4 1016  60  2.0 2  7.0  76    0    0 296 -385  3
3799500 2747500  6  1  4  11.4 1016  32  2.0 3  6.9  80    0    0 297 -383  3
3799500 2747500  6  1  5  11.8 1016  53  2.0 2  6.9  81    0    3 296 -381  3
3799500 2747500  6  1  6  12.1 1016  73  2.1 3  7.0  81    2   46 297 -381  3
3799500 2747500  6  1  7  13.6 1017  81  2.7 4  7.5  81   37  125 308 -386  3
3799500 2747500  6  1  8  16.0 1016  62  1.9 1  7.8  75  162  192 305 -401  3
3799500 2747500  6  1  9  17.3 1016  25  2.1 1  7.9  67  321  217 299 -422  3
3799500 2747500  6  1 10  18.9 1016   6  1.0 1  7.9  61  444  237 305 -443  3
3799500 2747500  6  1 11  20.3 1016 143  2.0 2  8.0  57  550  242 316 -462  3
3799500 2747500  6  1 12  20.8 1015  96  2.5 3  8.3  55  486  314 331 -479  3
3799500 2747500  6  1 13  21.9 1015 143  1.5 5  8.6  54  428  352 347 -490  3
3799500 2747500  6  1 14  22.5 1014 130  0.9 5  8.7  52  500  298 357 -498  3
3799500 2747500  6  1 15  23.6 1014   5  3.3 4  8.6  49  486  259 357 -492  3
3799500 2747500  6  1 16  23.5 1013  74  2.6 4  8.3  46  278  283 355 -486  3
3799500 2747500  6  1 17  24.4 1012 333  2.5 6  8.5  46  103  237 362 -487  3
3799500 2747500  6  1 18  23.4 1012  39  2.2 6  8.8  47   47  175 366 -478  3
3799500 2747500  6  1 19  22.6 1012 327  1.8 6  8.8  50    6   88 362 -466  3
3799500 2747500  6  1 20  21.9 1011  46  2.6 7  9.2  55    0   31 363 -451  3
3799500 2747500  6  1 21  21.3 1011  52  2.9 6  9.4  58    0    3 361 -436  3
3799500 2747500  6  1 22  19.9 1011  45  2.4 6  9.2  61    0    0 355 -424  3
3799500 2747500  6  1 23  18.7 1011  41  3.4 6  9.1  65    0    0 350 -417  3
3799500 2747500  6  1 24  18.1 1011  46  3.7 3  9.1  68    0    0 336 -414  3
3799500 2747500  6  2  1  17.4 1011  64  3.8 3  9.0  71    0    0 322 -413  3
3799500 2747500  6  2  2  16.6 1010  57  2.8 3  9.0  74    0    0 317 -412  3
3799500 2747500  6  2  3  16.6 1009  66  2.7 1  9.0  76    0    0 307 -413  3
3799500 2747500  6  2  4  15.8 1009  56  2.8 0  9.0  78    0    0 292 -413  3
3799500 2747500  6  2  5  15.7 1008  41  1.6 4  9.0  80    0    1 302 -412  3
3799500 2747500  6  2  6  16.4 1008  60  3.2 6  9.2  80    0   16 332 -410  3
3799500 2747500  6  2  7  17.5 1007  79  2.6 8  9.5  78    4   94 358 -413  3
3799500 2747500  6  2  8  18.8 1007  71  3.8 7  9.7  74   54  185 369 -422  3
3799500 2747500  6  2  9  21.6 1006  83  3.2 7 10.1  68  172  236 371 -431  3
3799500 2747500  6  2 10  24.1 1005 105  3.7 6 11.0  62  450  183 378 -439  3
3799500 2747500  6  2 11  26.6 1005 146  3.7 5 11.4  56  345  289 381 -438  3
