building_element,overall_area ,a1,a2,a3,a1_a3,a4,a5,b1,b2,b3,b4,b5,b6,b7,c1,c2,c3,c4,d,sum,sum with d
outer_walls,20897.73147918231,,,,2294.5164687292154,11.823936470921309,6.296486494677605,,,,,,,,,9.290415708922865,0.1814487415631196,90.9430548142878,-113.43288646900115,2413.051810959588,2299.618924490587
doors,0,,,,,,,,,,,,,,,,,,,0,0
rooftops,8081.57421875,8.398462517011726,0.2545733161410469,40.654753945525385,194.89439213478104,6.72912058846811,1.8966081079172106,,,,,,,,0.22993042449274254,4.217592335210258,2.093241712480906,5.383946935446363,-35.72716573674952,215.44483223879666,179.71766650204714
ground_floors,0,,,,,,,,,,,,,,,,,,,0,0
windows,6053.173188321298,,,,2238.187802682206,,,,,,,,,,,4.6566752752008815,3.906471997012382,6.294779923704496,-747.8024465283363,2253.045729878124,1505.2432833497876
inner_walls,39413.56099446615,,,,2288.2362122314184,149.09053813870193,7.29891030566523,,,,,,,,8.410221107543611,121.56171369462348,62.679071123365496,147.25767340591977,-115.25231513556133,2784.5343400072384,2669.282024871677
floors,10836.93505859375,,,,1029.8382733921862,34.31771237971094,5.311112515832427,,,,,,,,52.01728828125003,56.7248528707032,50.187125200728055,174.30847568853065,-115.25747990014064,1402.7048403289418,1287.4473604288012
ceilings,10836.93505859375,,,,1029.8382733921862,34.31771237971094,5.311112515832427,,,,,,,,52.01728828125003,56.7248528707032,50.187125200728055,174.30847568853065,-115.25747990014064,1402.7048403289418,1287.4473604288012
