building_name,net_leased_area,building_age_group,a1,a2,a3,a1_a3,a4,a5,b1,b2,b3,b4,b5,b6,b7,c1,c2,c3,c4,d,sum,sumwithd
'B61_I',180.326171875,"(2010,2015)",-398.00827974491,0.6614058108021418,85.68847731904191,46139.6818470373,669.0121356009244,635.3124204958469,-288.521875,None,None,None,None,5547.74336201609,None,109.78642763157632,637.5022502928795,321.34644973563894,4694.635603225467,-4396.510418503667,58466.49862103572,54069.98820253205
'B62_I',180.325927734375,"(2010,2015)",-398.00774088807543,0.6614049153357414,85.6883613068281,46139.64710012624,669.0112761769383,635.3116519075843,-288.521484375,None,None,None,None,5547.735851146589,None,109.78627899354571,637.5014567851645,321.34631874547705,4694.632216931489,-4396.507736169423,58466.450666438024,54069.942930268604
'B63_I',180.325927734375,"(2010,2015)",-398.00774088807543,0.6614049153357414,85.6883613068281,46139.64710012623,669.0112761769383,635.3116519075843,-288.521484375,None,None,None,None,5547.735850992801,None,109.78627899354571,637.5014567851645,321.34631874547705,4694.632216931489,-4396.507736169423,58466.45066628423,54069.94293011481
'B64_I',180.326171875,"(2010,2015)",-398.00827974491,0.6614058108021418,85.68847731904191,46139.68184441459,669.01213559654,635.3124204871852,-288.521875,None,None,None,None,5547.743361813514,None,109.78642763157632,637.5022502862948,321.3464497068701,4694.635602944501,-4396.510418194286,58466.498617881065,54069.98819968678
'B65_I',180.325927734375,"(2010,2015)",-398.00774088807543,0.6614049153357414,85.6883613068281,46139.64710260323,669.0112761810791,635.3116519157647,-288.521484375,None,None,None,None,5547.735850821765,None,109.78627899354571,637.5014567913831,321.34631877264763,4694.632217196846,-4396.507736461616,58466.45066890126,54069.94293243965
'B66_I',180.326416015625,"(2010,2015)",-398.0088186017446,0.6614067062685421,85.68859333125572,46139.716591762895,669.0129950212572,635.3131890768921,-288.522265625,None,None,None,None,5547.75087311342,None,109.78657626960695,637.5030437951077,321.346580701828,4694.638989285319,-4396.513100580107,58466.546573401334,54070.033472821226
'B67_I',180.326171875,"(2010,2015)",-398.00827974491,0.6614058108021418,85.68847731904191,46139.68184630863,669.0121355997062,635.3124204934405,-288.521875,None,None,None,None,5547.743362014068,None,109.78642763157632,637.50225029105,321.34644972764625,4694.635603147407,-4396.510418417713,58466.49862021352,54069.98820179581
'B68_I',180.326171875,"(2010,2015)",-398.00827974491,0.6614058108021418,85.68847731904191,46139.68184033296,669.0121355897168,635.3124204737053,-288.521875,None,None,None,None,5547.743362063952,None,109.78642763157632,637.5022502760474,321.3464496620977,4694.635602507241,-4396.510417712803,58466.49861353728,54069.98819582448
'B69_I',180.325927734375,"(2010,2015)",-398.00774088807543,0.6614049153357414,85.6883613068281,46139.647095461645,669.0112761691406,635.311651892179,-288.521484375,None,None,None,None,5547.735851164111,None,109.78627899354571,637.5014567734535,321.34631869431024,4694.632216431778,-4396.507735619175,58466.45066120517,54069.942925585994
'B70_I',180.326416015625,"(2010,2015)",-398.0088186017446,0.6614067062685421,85.68859333125572,46139.71658476702,669.0129950095622,635.3131890537875,-288.522265625,None,None,None,None,5547.750872983285,None,109.78657626960695,637.5030437775438,321.3465806250888,4694.63898853586,-4396.513099754854,58466.546565396755,54070.0334656419
