,B104_IV,B105_IV,B106_IV,B107_IV,B108_IV,B10_IV,B11_IV,B12_IV,B13_IV,B14_IV,B15_IV,B16_IV,B17_IV,B18_IV,B19_IV,B20_IV,B21_IV,B22_IV,B23_IV,B24_IV,B25_IV,B26_IV,B27_IV,B28_IV,B5_IV,B6_IV,B7_IV,B88_IV,B89_IV,B8_IV,B90_IV,B91_IV,B92_IV,B93_IV,B94_IV,B95_IV,B96_IV,B97_IV,B98_IV,B99_IV,B9_IV,B1_II,B29_III,B2_II,B30_III,B31_III,B32_III,B33_II,B34_II,B35_II,B36_II,B37_III,B38_III,B39_III,B3_II,B40_III,B41_II,B42_II,B43_II,B44_II,B45_I,B46_II,B47_II,B48_I,B49_III,B4_II,B50_III,B51_III,B52_III,B53_I,B54_II,B55_II,B56_I,B57_III,B58_III,B59_III,B60_III,B61_I,B62_I,B63_I,B64_I,B65_I,B66_I,B67_I,B68_I,B69_I,B70_I,B71_I,B72_I,B73_I,B74_I,B75_I,B76_I,B77_II,B78_II,B79_II,B80_II,B81_II,B82_II,B83_II,B84_II,B85_II,B86_II,B87_II
1540,2850.1978,2676.5984,2676.5266,2676.6853,2676.7625,2850.1365,2850.2534,2850.1616,2850.184,2850.1626,2850.173,2850.0781,2850.1362,2850.2205,2850.2734,2850.0488,2850.1172,2850.1157,2850.223,2850.1946,2850.1755,2850.144,2850.091,2850.0757,2849.9866,2850.2146,2850.0315,2850.1472,2850.1516,2850.0999,2850.024,2850.173,2850.1604,2849.9414,2850.1367,2849.9011,2850.1877,2850.0994,2850.213,2850.1108,2850.12,2626.0586,2243.473,2629.0796,2243.4263,2243.424,2243.4236,2600.4263,2600.5059,2600.509,2600.4126,2243.4219,2243.439,2243.4744,2629.0618,2243.4307,2600.4194,2600.435,2600.5073,2600.3904,2600.495,2600.4404,2600.449,2600.411,2243.4177,2629.084,2243.4849,2243.4824,2243.43,2600.4534,2600.4092,2600.4114,2600.4675,2243.4985,2243.499,2243.3887,2243.4797,2600.4128,2600.4866,2600.4333,2600.4185,2600.4011,2600.4126,2600.4407,2600.4504,2600.432,2600.429,2600.5474,2600.407,2600.4146,2600.423,2600.427,2600.4817,2618.3599,2618.3713,2618.3284,2618.3599,2600.446,2618.3384,2618.341,2600.3994,2600.4236,2618.3062,2618.3374
1541,2896.7205,2731.947,2731.8794,2732.0298,2732.1025,2896.663,2896.7732,2896.686,2896.7075,2896.6875,2896.6973,2896.6074,2896.6624,2896.7417,2896.7922,2896.5803,2896.6445,2896.6428,2896.7444,2896.7178,2896.6995,2896.6694,2896.6194,2896.6052,2896.521,2896.736,2896.5632,2896.6724,2896.6768,2896.6277,2896.556,2896.6968,2896.6855,2896.4788,2896.6626,2896.44,2896.7112,2896.6272,2896.7349,2896.6384,2896.647,2656.9414,2268.6692,2659.8035,2268.625,2268.623,2268.6226,2632.6392,2632.7148,2632.718,2632.626,2268.6206,2268.637,2268.671,2659.7864,2268.6292,2632.6328,2632.6475,2632.7163,2632.6052,2632.7046,2632.6526,2632.6604,2632.6245,2268.617,2659.8079,2268.6807,2268.6785,2268.6284,2632.6648,2632.623,2632.625,2632.6785,2268.6938,2268.694,2268.5894,2268.676,2632.6262,2632.6958,2632.6458,2632.6318,2632.6152,2632.6262,2632.6526,2632.6619,2632.6445,2632.6416,2632.7542,2632.6208,2632.628,2632.6357,2632.6396,2632.6917,2649.6716,2649.6826,2649.642,2649.6719,2632.658,2649.6516,2649.654,2632.6138,2632.6367,2649.621,2649.6506
1542,2957.5208,2801.0754,2801.0115,2801.154,2801.2227,2957.467,2957.5708,2957.488,2957.509,2957.49,2957.499,2957.414,2957.466,2957.5408,2957.589,2957.3887,2957.4495,2957.4475,2957.5437,2957.5186,2957.501,2957.4724,2957.4253,2957.4119,2957.3323,2957.5356,2957.3723,2957.475,2957.4797,2957.433,2957.3655,2957.4988,2957.4883,2957.2925,2957.4663,2957.2559,2957.512,2957.4326,2957.5347,2957.4434,2957.4517,2702.6565,2305.4707,2705.3489,2305.4287,2305.4265,2305.426,2679.608,2679.6794,2679.6826,2679.595,2305.4243,2305.4397,2305.4722,2705.3325,2305.4324,2679.6016,2679.6155,2679.6807,2679.5754,2679.67,2679.6206,2679.6277,2679.5938,2305.4207,2705.3528,2305.4814,2305.4792,2305.432,2679.632,2679.5923,2679.594,2679.6448,2305.4941,2305.494,2305.3945,2305.477,2679.5952,2679.661,2679.6138,2679.6006,2679.585,2679.5955,2679.62,2679.629,2679.6125,2679.61,2679.7166,2679.5906,2679.5967,2679.6045,2679.608,2679.6572,2695.7666,2695.777,2695.7385,2695.7666,2679.6252,2695.7473,2695.7495,2679.5837,2679.6052,2695.719,2695.7468
1543,1250.7535,1197.9747,1197.9155,1198.0497,1198.1172,1250.7017,1250.8036,1250.7234,1250.7412,1250.7245,1250.7327,1250.655,1250.7012,1250.7708,1250.8182,1250.6309,1250.6844,1250.683,1250.7754,1250.7515,1250.7332,1250.7091,1250.6613,1250.6504,1250.5759,1250.7661,1250.615,1250.7106,1250.7141,1250.6694,1250.6038,1250.7306,1250.7234,1250.5369,1250.7015,1250.5017,1250.7463,1250.6693,1250.7681,1250.6804,1250.6853,1221.1981,924.25775,1274.9164,924.21686,924.215,924.21497,1127.2693,1127.3386,1127.3417,1127.2578,924.2132,924.2282,924.25916,1274.9015,924.22064,1127.2635,1127.2777,1127.3396,1127.2388,1127.3297,1127.283,1127.2881,1127.257,924.2106,1274.9207,924.2685,924.26605,924.2205,1127.2925,1127.2554,1127.2568,1127.3052,924.2799,924.2827,924.1851,924.26355,1127.2583,1127.3195,1127.2761,1127.2642,1127.2479,1127.2576,1127.281,1127.2903,1127.2747,1127.2719,1127.3745,1127.2533,1127.2598,1127.2659,1127.2703,1127.3179,1122.8181,1122.8281,1122.7908,1122.8179,1127.2869,1122.7998,1122.8021,1127.2463,1127.2668,1122.7721,1122.7991
1544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1555,139.5194,35.359287,35.39538,35.43487,35.462074,139.40126,139.4698,139.37378,139.41573,139.36298,139.42975,139.41548,139.41585,139.43149,139.4867,139.37553,139.35008,139.36736,139.47931,139.43924,139.47339,139.42998,139.3114,139.32643,139.37512,139.41753,139.32364,139.42786,139.33955,139.38014,139.2758,139.45688,139.38968,139.32353,139.32227,139.20923,139.49393,139.40224,139.41762,139.37526,139.36145,430.7174,601.8847,440.71906,601.8653,601.8042,601.8065,352.15128,352.1705,352.1184,352.114,601.7467,601.86285,601.87555,440.7619,601.7932,352.11395,352.1138,352.18253,352.0437,352.09683,352.11646,352.0702,352.0672,601.87994,440.80255,601.8484,601.8829,601.8934,352.12292,352.0874,352.09573,352.09464,601.93744,601.8527,601.8087,601.7968,352.05145,352.09546,352.0324,352.03226,352.06946,352.12772,352.07373,352.06442,352.0533,352.10275,352.20578,352.0434,352.12457,352.0734,352.1264,352.067,373.94806,373.95438,374.07007,374.03897,352.12122,373.92685,374.07065,352.08572,352.07602,373.9019,373.95197
1556,532.37195,350.6552,350.73776,350.82074,350.88864,532.22144,532.30286,532.1622,532.2342,532.1583,532.2449,532.22455,532.2357,532.25055,532.34247,532.17444,532.1428,532.1638,532.3214,532.25726,532.3098,532.2469,532.07935,532.10724,532.16785,532.234,532.0965,532.2439,532.1246,532.183,532.02325,532.2852,532.1925,532.10565,532.09674,531.9374,532.3403,532.2037,532.2327,532.1771,532.14734,805.25336,865.5583,815.20245,865.5189,865.46344,865.4877,726.4304,726.4586,726.4088,726.40326,865.4227,865.51215,865.52344,815.25226,865.45306,726.39606,726.3987,726.4686,726.32825,726.387,726.3982,726.3568,726.34344,865.5482,815.2909,865.50696,865.5391,865.54663,726.40234,726.37317,726.3793,726.3777,865.5916,865.51013,865.4823,865.4654,726.36115,726.37787,726.3086,726.3164,726.3543,726.4061,726.3605,726.35223,726.33673,726.38275,726.4871,726.3271,726.4031,726.3627,726.4043,726.34906,748.6686,748.6936,748.7868,748.7596,726.409,748.65497,748.7909,726.3789,726.35364,748.6205,748.67035
1557,962.7728,789.71313,789.7915,789.86884,789.93207,962.648,962.70703,962.5726,962.6584,962.5849,962.66956,962.6421,962.6258,962.6691,962.7471,962.59674,962.5714,962.5866,962.7233,962.6785,962.7295,962.6694,962.5109,962.53735,962.5893,962.65216,962.50854,962.6508,962.5509,962.6092,962.4627,962.70575,962.6103,962.5338,962.511,962.3765,962.75574,962.6231,962.61957,962.60724,962.574,1164.8851,1120.5024,1174.2144,1120.4652,1120.4138,1120.4358,1091.2952,1091.3081,1091.2773,1091.2703,1120.376,1120.4589,1120.4703,1174.2642,1120.4047,1091.264,1091.267,1091.3159,1091.2029,1091.2579,1091.2666,1091.229,1091.2168,1120.492,1174.2961,1120.455,1120.4849,1120.4916,1091.2699,1091.2449,1091.2491,1091.248,1120.5339,1120.4579,1120.431,1120.4167,1091.1821,1091.248,1091.1814,1091.1923,1091.2269,1091.2734,1091.2335,1091.2262,1091.2113,1091.2526,1091.3336,1091.2036,1091.2703,1091.2357,1091.271,1091.2224,1112.1724,1112.1847,1112.2814,1112.2332,1091.2756,1112.1544,1112.2845,1091.2505,1091.2261,1112.1276,1112.1733
1558,1373.4978,1210.0493,1210.1249,1210.2188,1210.2727,1373.389,1373.4192,1373.301,1373.3689,1373.3206,1373.4044,1373.3732,1373.3826,1373.4078,1373.4734,1373.3326,1373.2877,1373.3314,1373.4393,1373.3838,1373.4642,1373.404,1373.2543,1373.2782,1373.3315,1373.3661,1373.2644,1373.3896,1373.3004,1373.3523,1373.2174,1373.4159,1373.3427,1373.2794,1373.2502,1373.1033,1373.4607,1373.3643,1373.3754,1373.3442,1373.305,1508.6304,1386.4928,1517.4236,1386.456,1386.4097,1386.4292,1439.8658,1439.8964,1439.8511,1439.8435,1386.3754,1386.4509,1386.4626,1517.4385,1386.4014,1439.8363,1439.8408,1439.902,1439.7815,1439.8336,1439.841,1439.8042,1439.7924,1386.4808,1517.499,1386.4492,1386.4757,1386.4814,1439.8427,1439.8203,1439.8235,1439.8231,1386.522,1386.45,1386.4259,1386.4135,1439.8015,1439.8223,1439.7607,1439.7716,1439.803,1439.8477,1439.8108,1439.8031,1439.7887,1439.8257,1439.9191,1439.7828,1439.8444,1439.8116,1439.8451,1439.7991,1459.4618,1459.5126,1459.5581,1459.5754,1439.8489,1459.4524,1459.5605,1439.8258,1439.8011,1459.4254,1459.4622
1559,1558.5917,1404.1581,1404.2288,1404.3079,1404.355,1558.4513,1558.5292,1558.4163,1558.4751,1558.4146,1558.4893,1558.4573,1558.4629,1558.4728,1558.5709,1558.4227,1558.4003,1558.3975,1558.5469,1558.4902,1558.5212,1558.4889,1558.3221,1558.3722,1558.3962,1558.4733,1558.3384,1558.4852,1558.3688,1558.4161,1558.2909,1558.5175,1558.4443,1558.3463,1558.3632,1558.2242,1558.5604,1558.4275,1558.478,1558.4338,1558.4064,1649.7401,1495.208,1658.021,1495.1726,1495.13,1495.1478,1585.4514,1585.4795,1585.4386,1585.4305,1495.0983,1495.1683,1495.1798,1658.0502,1495.1226,1585.423,1585.4282,1585.484,1585.3705,1585.4221,1585.4286,1585.3923,1585.38,1495.1957,1658.0911,1495.1677,1495.1918,1495.1967,1585.4294,1585.4082,1585.4113,1585.4114,1495.2352,1495.168,1495.145,1495.1344,1585.3899,1585.41,1585.3529,1585.3618,1585.3914,1585.4347,1585.3995,1585.3917,1585.3774,1585.4127,1585.5004,1585.3716,1585.4316,1585.3998,1585.4325,1585.3881,1603.9026,1603.9148,1603.9921,1603.969,1585.4358,1603.8866,1603.9963,1585.4135,1585.389,1603.863,1603.9009
1560,1893.902,1747.9362,1748.0023,1748.0709,1748.1215,1893.7876,1893.849,1893.7394,1893.7988,1893.7389,1893.8085,1893.7743,1893.7981,1893.8076,1893.8853,1893.7438,1893.7284,1893.7365,1893.8623,1893.8127,1893.8516,1893.8075,1893.665,1893.6947,1893.7344,1893.793,1893.68,1893.804,1893.7106,1893.7535,1893.6364,1893.8387,1893.7659,1893.6859,1893.6853,1893.562,1893.8743,1893.7637,1893.7946,1893.7532,1893.731,1929.6847,1694.1632,1937.4786,1694.1298,1694.0902,1694.1062,1869.538,1869.5648,1869.527,1869.5177,1694.0605,1694.1256,1694.1372,1937.5055,1694.0836,1869.5109,1869.516,1869.5686,1869.4617,1869.5112,1869.5167,1869.4825,1869.471,1694.1508,1937.5435,1694.1259,1694.1483,1694.1526,1869.5175,1869.4979,1869.4999,1869.5007,1694.1891,1694.126,1694.1039,1694.0951,1869.4806,1869.4988,1869.4456,1869.4543,1869.4812,1869.5226,1869.4896,1869.4823,1869.4684,1869.5017,1869.5844,1869.4637,1869.5194,1869.49,1869.5199,1869.4783,1886.8965,1886.9066,1886.9794,1886.9574,1869.5232,1886.8813,1886.9829,1869.503,1869.4794,1886.8595,1886.8948
1561,2103.1868,1965.1449,1965.207,1965.2723,1965.32,2103.0833,2103.1404,2103.0337,2103.0938,2103.0342,2103.099,2103.0657,2103.0925,2103.102,2103.175,2103.0386,2103.0273,2103.0347,2103.1494,2103.1062,2103.142,2103.0977,2102.9668,2102.9912,2103.032,2103.0876,2102.9807,2103.094,2103.0112,2103.0505,2102.9404,2103.1309,2103.0623,2102.985,2102.9854,2102.8699,2103.1636,2103.0596,2103.0889,2103.0466,2103.0264,2083.2415,1799.5255,2090.591,1799.4938,1799.457,1799.4716,2026.8843,2026.91,2026.8749,2026.8649,1799.4293,1799.49,1799.5013,2090.6155,1799.451,2026.8585,2026.8636,2026.9132,2026.8126,2026.86,2026.8647,2026.8324,2026.8214,1799.5132,2090.6514,1799.491,1799.5117,1799.5154,2026.8651,2026.847,2026.8484,2026.8497,1799.5499,1799.491,1799.4697,1799.4623,2026.8308,2026.8474,2026.7977,2026.8063,2026.8309,2026.8701,2026.8392,2026.8324,2026.819,2026.8503,2026.9283,2026.8152,2026.867,2026.8396,2026.8672,2026.8284,2043.2301,2043.2391,2043.3066,2043.2867,2026.8705,2043.2158,2043.3098,2026.852,2026.8293,2043.1954,2043.2283
1562,2264.7002,2134.0435,2134.1016,2134.1638,2134.21,2264.6,2264.654,2264.5564,2264.6104,2264.5574,2264.618,2264.5854,2264.6086,2264.6182,2264.687,2264.561,2264.5479,2264.5544,2264.6653,2264.6218,2264.655,2264.6165,2264.4895,2264.5164,2264.551,2264.6045,2264.5024,2264.6133,2264.533,2264.5688,2264.4658,2264.6453,2264.5806,2264.5063,2264.5076,2264.3987,2264.6753,2264.5774,2264.6057,2264.5686,2264.5503,2213.008,1906.7197,2219.939,1906.6893,1906.6553,1906.6686,2160.1707,2160.1956,2160.1628,2160.1526,1906.6296,1906.686,1906.6971,2219.9614,1906.65,2160.1462,2160.1516,2160.198,2160.1038,2160.149,2160.1528,2160.1223,2160.1116,1906.7074,2219.9954,1906.6876,1906.7068,1906.7098,2160.1528,2160.136,2160.137,2160.1387,1906.7427,1906.6874,1906.6671,1906.6609,2160.121,2160.1362,2160.0898,2160.0981,2160.1208,2160.1577,2160.1292,2160.1226,2160.1096,2160.1387,2160.2126,2160.1064,2160.1545,2160.1292,2160.155,2160.1187,2175.571,2175.5789,2175.6416,2175.6233,2160.158,2175.5576,2175.6448,2160.1409,2160.1191,2175.5386,2175.5688
1563,2418.169,2294.4639,2294.5186,2294.578,2294.6174,2418.0754,2418.1262,2418.0342,2418.0852,2418.0354,2418.0918,2418.0603,2418.0833,2418.0928,2418.1577,2418.0383,2418.0266,2418.0322,2418.1365,2418.0957,2418.1265,2418.0903,2417.9702,2417.996,2418.0283,2418.0798,2417.9824,2418.0874,2418.0127,2418.0457,2417.9492,2418.1182,2418.0571,2417.9856,2417.9878,2417.8853,2418.146,2418.0535,2418.0806,2418.0454,2418.0286,2333.5623,2003.822,2340.1016,2003.7928,2003.7614,2003.7734,2283.996,2284.0203,2283.9895,2283.9792,2003.7374,2003.79,2003.8009,2340.122,2003.7566,2283.9731,2283.9785,2284.0222,2283.9336,2283.9766,2283.98,2283.951,2283.9407,2003.8097,2340.154,2003.7921,2003.8098,2003.8124,2283.9795,2283.964,2283.9648,2283.9668,2003.8436,2003.7917,2003.7723,2003.7672,2283.9502,2283.9639,2283.9204,2283.9285,2283.9495,2283.9844,2283.9578,2283.9514,2283.9392,2283.966,2284.0364,2283.9365,2283.9814,2283.9575,2283.9817,2283.948,2298.5125,2298.519,2298.5774,2298.5605,2283.9844,2298.4995,2298.5806,2283.9685,2283.948,2298.4817,2298.5098
1564,2547.301,2430.1028,2430.1543,2430.2107,2430.2598,2547.197,2547.2449,2547.1743,2547.2063,2547.176,2547.2285,2547.198,2547.204,2547.2136,2547.275,2547.178,2547.1514,2547.156,2547.2705,2547.216,2547.2444,2547.227,2547.0967,2547.1384,2547.1519,2547.201,2547.1082,2547.2244,2547.1382,2547.1685,2547.078,2547.2373,2547.1797,2547.111,2547.114,2547.017,2547.263,2547.1755,2547.202,2547.185,2547.1694,2433.1047,2084.5068,2439.2786,2084.479,2084.4495,2084.4607,2386.561,2386.5845,2386.5557,2386.545,2084.4272,2084.4763,2084.487,2439.2974,2084.4453,2386.539,2386.5447,2386.5857,2386.5024,2386.5435,2386.5461,2386.5186,2386.5085,2084.4946,2439.3274,2084.479,2084.4954,2084.4976,2386.5454,2386.5312,2386.5315,2386.5337,2084.527,2084.4785,2084.4597,2084.4556,2386.5183,2386.5308,2386.49,2386.4978,2386.5173,2386.5503,2386.5251,2386.5193,2386.5076,2386.5327,2386.5994,2386.5054,2386.5474,2386.525,2386.5476,2386.5159,2400.268,2400.274,2400.3281,2400.3127,2386.5503,2400.2559,2400.3313,2386.5354,2386.5156,2400.239,2400.2654
